TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,BalanceBin,AmountBin,Target
335.63,Debit,Online,55.0,Retired,216.0,1.0,1019.3899999999999,Low,High,1
328.47,Debit,ATM,63.0,Retired,119.0,1.0,4323.66,Medium,High,0
34.01999999999998,Debit,Online,38.0,Doctor,19.0,1.0,14214.48,Very High,Low,2
241.42,Credit,Online,57.0,Doctor,116.0,1.0,13357.02,Very High,High,2
55.31999999999999,Debit,ATM,19.0,Student,117.0,1.0,241.78999999999996,Low,Low,3
304.31,Debit,Branch,27.0,Student,33.0,1.0,868.6099999999997,Low,High,3
435.27,Debit,Branch,74.0,Retired,90.0,1.0,4673.28,Medium,Very High,0
164.49,Debit,Branch,26.0,Student,75.0,1.0,1509.27,Low,Medium,3
510.24,Debit,Online,19.0,Student,105.0,1.0,781.6999999999998,Low,Very High,3
626.9,Debit,Online,26.0,Student,138.0,1.0,265.5100000000002,Low,Very High,3
22.00999999999999,Credit,Online,41.0,Engineer,175.0,1.0,1335.0900000000001,Low,Low,1
425.34,Credit,Online,69.0,Retired,121.0,1.0,3907.54,Medium,Very High,0
424.56,Debit,Online,51.0,Engineer,264.0,1.0,5183.85,High,Very High,1
85.43,Debit,Branch,67.0,Doctor,145.0,1.0,14904.899999999998,Very High,Medium,2
169.5,Debit,Branch,28.0,Student,142.0,1.0,918.8800000000001,Low,Medium,3
104.63,Debit,ATM,62.0,Retired,90.0,1.0,4477.78,Medium,Medium,0
316.95,Debit,Branch,25.0,Student,83.0,1.0,1324.0299999999997,Low,High,3
60.53999999999999,Credit,Branch,57.0,Retired,52.0,1.0,3534.93,Medium,Low,0
292.56,Credit,Branch,68.0,Retired,61.00000000000001,1.0,4638.37,Medium,High,0
386.52,Debit,Branch,48.0,Engineer,28.0,1.0,5630.61,High,High,0
112.07,Debit,Branch,23.0,Student,51.0,1.0,930.3000000000002,Low,Medium,3
568.52,Debit,ATM,46.0,Engineer,152.0,1.0,5499.91,High,Very High,4
263.99,Debit,Branch,79.0,Retired,227.0,1.0,4175.02,Medium,High,1
349.64,Debit,Online,48.0,Engineer,226.0,1.0,6651.62,High,High,1
601.4,Credit,Branch,56.0,Engineer,104.0,1.0,8458.29,Very High,Very High,4
5.769999999999982,Debit,Online,50.0,Doctor,124.0,1.0,13988.119999999999,Very High,Low,2
201.33,Credit,Branch,42.0,Engineer,186.0,1.0,2585.07,Medium,Medium,1
298.42,Debit,Branch,56.0,Retired,225.0,1.0,3014.75,Medium,High,1
521.06,Debit,Branch,25.0,Student,128.0,1.0,1951.42,Medium,Very High,3
117.28,Credit,Online,60.0,Engineer,16.0,1.0,3665.77,Medium,Medium,0
189.12,Credit,Unknown,32.0,Engineer,103.0,1.0,977.0100000000002,Low,Medium,3
133.55,Debit,ATM,44.0,Engineer,220.0,1.0,3846.28,Medium,Medium,1
143.20999999999998,Debit,Online,35.0,Engineer,135.0,1.0,6374.82,High,Medium,2
24.769999999999982,Debit,ATM,62.0,Retired,55.0,1.0,5866.01,High,Low,0
233.92,Credit,Online,26.0,Student,280.0,1.0,6537.62,High,High,1
899.8125,Debit,Branch,20.0,Student,24.0,1.0,605.9499999999998,Low,Very High,4
232.12,Debit,ATM,37.0,Engineer,51.0,1.0,6689.87,High,High,2
211.36,Debit,Online,22.0,Student,113.0,1.0,634.1700000000001,Low,Medium,3
91.53,Debit,Branch,44.0,Doctor,69.0,1.0,14676.05,Very High,Medium,2
120.29000000000002,Debit,Branch,19.0,Student,77.0,1.0,1362.3900000000003,Low,Medium,3
174.25,Debit,Online,50.0,Doctor,67.0,1.0,10528.34,Very High,Medium,2
183.71,Debit,ATM,38.0,Engineer,102.0,1.0,552.5199999999995,Low,Medium,3
345.39,Credit,Unknown,58.0,Engineer,80.0,1.0,6451.96,High,High,0
899.8125,Debit,ATM,63.0,Retired,87.0,1.0,4715.84,Medium,Very High,4
259.91,Debit,Online,49.0,Doctor,170.0,1.0,7176.86,High,High,1
154.71,Debit,Online,34.0,Doctor,157.0,1.0,1523.7200000000003,Medium,Medium,3
899.8125,Credit,Online,54.0,Engineer,30.0,1.0,8654.28,Very High,Very High,4
24.560000000000002,Debit,Branch,64.0,Doctor,69.0,1.0,9869.93,Very High,Low,2
568.07,Unknown,ATM,48.0,Doctor,115.0,1.0,10556.81,Very High,Very High,2
9.610000000000014,Credit,Online,58.0,Doctor,179.0,1.0,12883.91,Very High,Low,2
392.96,Debit,Online,24.000000000000004,Student,100.0,1.0,791.6499999999996,Low,High,3
716.93,Credit,Online,60.0,Retired,34.0,1.0,4064.02,Medium,Very High,4
223.85,Debit,ATM,53.0,Engineer,55.0,1.0,2929.91,Medium,High,0
230.66,Debit,Branch,21.0,Student,135.0,1.0,618.0500000000002,Low,High,3
442.12,Debit,Online,19.0,Student,260.0,1.0,1375.8000000000002,Low,Very High,1
644.17,Debit,ATM,29.0,Engineer,72.0,1.0,1143.5199999999995,Low,Very High,4
508.68,Credit,Branch,51.0,Engineer,127.0,1.0,7708.41,Very High,Very High,4
858.63,Credit,Branch,27.0,Student,185.0,1.0,1872.96,Medium,Very High,4
25.360000000000014,Debit,ATM,57.0,Engineer,78.0,1.0,201.03999999999996,Low,Low,0
147.62,Debit,Branch,71.0,Retired,133.0,1.0,2115.8,Medium,Medium,0
115.01999999999998,Debit,Branch,37.0,Doctor,175.0,1.0,7643.66,Very High,Medium,1
383.37,Debit,Branch,30.0,Engineer,24.0,1.0,8901.93,Very High,High,2
98.54000000000002,Credit,Online,20.0,Student,167.0,1.0,9383.43,Very High,Medium,2
83.24000000000001,Unknown,Branch,55.0,Doctor,164.0,1.0,1181.3100000000004,Low,Medium,0
196.16000000000003,Debit,Branch,27.0,Engineer,146.0,1.0,9418.86,Very High,Medium,2
129.94,Debit,ATM,32.0,Engineer,235.0,1.0,7954.92,Very High,Medium,1
306.9,Debit,Online,46.0,Engineer,51.0,1.0,9418.08,Very High,High,2
114.98000000000002,Debit,Online,59.0,Retired,80.0,1.0,6144.68,High,Medium,0
756.59,Debit,Branch,27.0,Student,17.0,1.0,420.64999999999964,Low,Very High,4
503.76,Debit,Online,22.0,Student,35.0,1.0,447.8199999999997,Low,Very High,3
143.03,Debit,ATM,63.0,Retired,147.0,1.0,7981.45,Very High,Medium,0
899.8125,Debit,ATM,53.0,Retired,73.0,1.0,1829.9,Medium,Very High,4
245.54,Unknown,ATM,25.0,Student,180.0,1.0,985.0600000000004,Low,High,3
254.37,Credit,Online,51.0,Engineer,174.0,1.0,8849.26,Very High,High,2
213.76,Credit,ATM,78.0,Retired,282.0,1.0,3528.72,Medium,High,1
327.86,Debit,Online,40.0,Engineer,104.0,1.0,480.15999999999985,Low,High,3
2.5,Debit,Online,47.0,Doctor,107.0,1.0,12145.27,Very High,Low,2
300.08,Credit,Online,68.0,Doctor,46.999999999999986,1.0,13546.75,Very High,High,2
56.97999999999999,Credit,ATM,43.0,Engineer,122.0,1.0,5688.37,High,Low,0
407.65,Debit,Online,26.0,Engineer,62.0,1.0,8346.64,Very High,High,2
115.82999999999996,Debit,Branch,39.0,Engineer,167.0,1.0,6481.04,High,Medium,1
53.56999999999999,Debit,ATM,69.0,Retired,121.0,1.0,1651.33,Medium,Low,0
63.34,Credit,Online,46.0,Doctor,165.0,1.0,11174.94,Very High,Low,2
317.87,Debit,Online,27.0,Student,91.0,1.0,145.5,Low,High,3
331.65,Debit,Online,41.0,Engineer,61.00000000000001,1.0,4172.57,Medium,High,3
5.0400000000000205,Debit,ATM,56.0,Retired,41.0,1.0,5558.36,High,Low,0
214.54000000000002,Credit,Online,70.0,Doctor,247.0,1.0,11151.53,Very High,High,1
598.81,Debit,Branch,57.0,Doctor,158.0,1.0,1415.52,Low,Very High,4
841.28,Debit,Online,26.0,Student,80.0,1.0,1103.6400000000003,Low,Very High,4
38.14999999999998,Debit,Online,26.0,Student,108.0,1.0,303.6800000000003,Low,Low,3
899.8125,Debit,Branch,58.0,Doctor,144.0,1.0,5541.57,High,Very High,4
124.72,Debit,Branch,33.0,Engineer,105.0,1.0,6309.8,High,Medium,2
302.45,Credit,Branch,78.0,Retired,40.0,1.0,5133.61,High,High,0
208.04,Debit,Online,47.0,Engineer,273.0,1.0,9344.98,Very High,Medium,1
5.769999999999982,Credit,Branch,23.0,Student,254.0,1.0,1117.9700000000003,Low,Low,1
381.33,Debit,ATM,56.0,Doctor,75.0,1.0,11835.35,Very High,High,2
16.160000000000025,Debit,ATM,50.0,Doctor,124.0,1.0,14401.169999999998,Very High,Low,2
486.08,Debit,Online,18.0,Student,68.0,1.0,1748.69,Medium,Very High,3
336.39,Debit,Branch,21.0,Student,18.0,1.0,1000.46,Low,High,3
899.8125,Debit,Online,69.0,Doctor,118.0,1.0,6810.05,High,Very High,4
234.57,Debit,Online,23.0,Student,120.0,1.0,263.9800000000005,Low,High,3
6.0,Debit,Online,30.0,Doctor,246.0,1.0,5442.76,High,Low,1
899.8125,Debit,ATM,80.0,Retired,21.0,1.0,2037.85,Medium,Very High,4
227.14,Debit,ATM,18.0,Student,294.0,1.0,341.9399999999996,Low,High,1
233.74,Credit,Online,66.0,Retired,17.0,1.0,1066.5899999999997,Low,High,0
211.36,Credit,Branch,69.0,Retired,166.0,1.0,6077.96,High,Medium,0
45.849999999999966,Debit,ATM,20.0,Student,92.0,1.0,1659.15,Medium,Low,3
899.8125,Debit,Branch,77.0,Retired,296.0,1.0,2042.2200000000003,Medium,Very High,1
211.36,Debit,Online,41.0,Doctor,142.0,1.0,421.9300000000003,Low,Medium,3
415.5,Debit,ATM,66.0,Doctor,141.0,1.0,10113.66,Very High,Very High,2
265.76,Debit,Online,54.0,Retired,92.0,1.0,4446.17,Medium,High,0
69.4,Debit,Online,80.0,Retired,113.0,1.0,6452.77,High,Low,0
332.93,Credit,Branch,35.0,Engineer,293.0,1.0,2788.2,Medium,High,1
267.9,Debit,Online,20.0,Student,160.0,1.0,596.1599999999999,Low,High,3
496.03,Debit,Branch,61.0,Doctor,265.0,1.0,12904.66,Very High,Very High,1
376.26,Debit,ATM,37.0,Engineer,245.0,1.0,9062.4,Very High,High,1
83.01999999999998,Credit,Online,36.0,Engineer,171.0,1.0,9009.56,Very High,Low,2
93.25999999999999,Credit,Online,20.0,Student,72.0,1.0,1152.1999999999994,Low,Medium,3
803.3700000000001,Credit,Branch,68.0,Doctor,129.0,1.0,12168.37,Very High,Very High,4
35.75999999999999,Debit,Branch,23.0,Student,122.0,1.0,611.8599999999997,Low,Low,3
28.529999999999973,Debit,Online,62.0,Doctor,99.0,1.0,8670.53,Very High,Low,0
139.53,Credit,Online,53.0,Doctor,177.0,1.0,10098.86,Very High,Medium,2
307.57,Debit,Branch,33.0,Doctor,285.0,1.0,5307.74,High,High,1
60.650000000000006,Credit,Branch,56.0,Retired,53.0,1.0,1047.2800000000002,Low,Low,0
74.86000000000001,Debit,Branch,70.0,Doctor,125.0,1.0,6921.48,High,Low,0
211.36,Debit,Branch,51.0,Retired,137.0,1.0,1475.46,Low,Medium,0
231.91,Debit,ATM,34.0,Engineer,165.0,1.0,112.76000000000022,Low,High,3
126.20999999999998,Debit,Branch,75.0,Retired,268.0,1.0,5669.66,High,Medium,1
506.28,Credit,Online,53.0,Retired,162.0,1.0,1309.9499999999998,Low,Very High,4
304.35,Debit,Branch,31.0,Engineer,36.0,1.0,4057.1,Medium,High,3
281.85,Debit,ATM,22.0,Student,109.0,1.0,1585.98,Medium,High,3
777.88,Debit,Branch,31.0,Engineer,17.0,1.0,6825.55,High,Very High,4
119.18,Debit,Branch,56.0,Retired,96.0,1.0,5516.5,High,Medium,0
177.19,Debit,Online,76.0,Retired,43.0,1.0,5343.3,High,Medium,0
260.88,Debit,Branch,22.0,Student,36.0,1.0,903.0500000000002,Low,High,3
169.47,Debit,Online,24.000000000000004,Student,19.0,1.0,1806.1599999999999,Medium,Medium,3
73.22999999999999,Debit,Branch,26.0,Student,14.0,1.0,787.7399999999998,Low,Low,3
899.8125,Debit,ATM,29.0,Engineer,106.0,1.0,2429.68,Medium,Very High,4
792.57,Debit,ATM,19.0,Student,164.0,1.0,770.3699999999999,Low,Very High,4
237.06,Debit,Online,71.0,Retired,46.000000000000014,1.0,1182.77,Low,High,0
34.170000000000016,Credit,Online,54.0,Engineer,54.0,1.0,726.5500000000002,Low,Low,0
740.25,Debit,Online,41.0,Doctor,123.0,1.0,14464.3,Very High,Very High,2
453.53999999999996,Debit,ATM,58.0,Doctor,82.0,1.0,12046.3,Very High,Very High,2
300.47,Debit,Branch,73.0,Retired,100.0,1.0,7885.64,Very High,High,0
110.93,Credit,Branch,19.0,Student,201.0,1.0,1952.35,Medium,Medium,3
201.69,Debit,ATM,59.0,Doctor,299.0,1.0,7328.52,High,Medium,1
399.21,Debit,ATM,59.0,Engineer,109.0,1.0,3210.39,Medium,High,0
899.8125,Debit,Online,78.0,Retired,57.0,1.0,5726.2,High,Very High,4
630.36,Debit,ATM,62.0,Retired,52.0,1.0,1363.65,Low,Very High,4
10.939999999999998,Credit,ATM,60.0,Engineer,245.0,1.0,1241.9899999999998,Low,Low,1
215.90000000000003,Debit,ATM,38.0,Doctor,235.0,1.0,7873.28,Very High,High,1
899.8125,Debit,Branch,79.0,Retired,165.0,1.0,5674.32,High,Very High,4
226.37,Unknown,Branch,49.0,Doctor,141.0,1.0,9840.04,Very High,High,2
444.89,Credit,Branch,43.0,Doctor,101.0,1.0,10328.23,Very High,Very High,2
280.57,Credit,Online,25.0,Student,24.0,1.0,293.2399999999998,Low,High,3
488.54,Debit,Branch,52.0,Engineer,132.0,1.0,7486.63,High,Very High,4
3.3000000000000114,Credit,Branch,50.0,Doctor,131.0,1.0,11385.37,Very High,Low,2
199.39,Unknown,Branch,69.0,Retired,165.0,1.0,7264.79,High,Medium,0
20.360000000000014,Debit,Branch,62.0,Retired,75.0,1.0,2762.48,Medium,Low,0
113.63999999999999,Debit,Online,45.0,Retired,32.0,1.0,6675.03,High,Medium,2
493.11,Debit,Branch,53.0,Retired,236.0,1.0,7432.99,High,Very High,1
307.41,Debit,ATM,19.0,Student,14.0,1.0,1057.0,Low,High,3
11.180000000000007,Debit,Online,43.0,Doctor,161.0,1.0,5956.89,High,Low,1
313.82,Debit,Branch,59.0,Engineer,151.0,1.0,7261.59,High,High,0
51.0,Debit,Branch,64.0,Retired,107.0,1.0,4943.16,High,Low,0
140.98,Debit,Branch,60.0,Engineer,100.0,1.0,8127.48,Very High,Medium,0
288.04,Debit,ATM,68.0,Retired,63.0,1.0,1748.02,Medium,High,0
800.55,Debit,ATM,31.0,Engineer,108.0,1.0,9660.22,Very High,Very High,4
485.54,Debit,ATM,46.0,Engineer,143.0,1.0,6371.51,High,Very High,4
521.15,Debit,ATM,54.0,Doctor,214.0,1.0,9442.47,Very High,Very High,1
321.79,Credit,ATM,63.0,Retired,112.0,1.0,5959.2,High,High,0
304.93,Debit,ATM,65.0,Doctor,158.0,1.0,13531.219999999998,Very High,High,2
432.08,Unknown,ATM,40.0,Doctor,145.0,1.0,11500.62,Very High,Very High,2
694.2,Debit,ATM,61.0,Retired,72.0,1.0,1389.37,Low,Very High,4
116.86000000000001,Debit,ATM,55.0,Engineer,171.0,1.0,6706.56,High,Medium,1
211.36,Credit,Unknown,57.0,Doctor,149.0,1.0,7175.29,High,Medium,0
74.88,Debit,ATM,25.0,Student,202.0,1.0,420.6700000000001,Low,Low,3
211.36,Debit,Branch,75.0,Retired,99.0,1.0,7323.53,High,Medium,0
134.7,Debit,ATM,50.0,Doctor,106.0,1.0,8395.85,Very High,Medium,2
890.2399999999999,Credit,Online,33.0,Engineer,161.0,1.0,5140.93,High,Very High,4
361.27,Debit,ATM,63.0,Doctor,180.0,1.0,7945.57,Very High,High,1
131.56,Debit,Branch,44.0,Doctor,42.0,1.0,5873.54,High,Medium,0
485.51,Credit,Online,76.0,Retired,37.0,1.0,3074.45,Medium,Very High,0
547.87,Debit,ATM,64.0,Retired,131.0,1.0,6155.76,High,Very High,4
457.3,Debit,Online,28.0,Engineer,15.0,1.0,8318.29,Very High,Very High,2
506.24,Debit,ATM,58.0,Engineer,64.0,1.0,230.09000000000015,Low,Very High,0
486.59,Debit,Branch,57.0,Retired,119.0,1.0,2513.56,Medium,Very High,0
163.68,Debit,Branch,41.0,Doctor,292.0,1.0,10090.05,Very High,Medium,1
581.65,Debit,ATM,22.0,Student,176.0,1.0,480.1899999999996,Low,Very High,3
52.00999999999999,Debit,ATM,48.0,Doctor,85.0,1.0,1120.8799999999997,Low,Low,0
630.24,Debit,ATM,21.0,Student,62.0,1.0,370.8100000000004,Low,Very High,3
523.74,Debit,ATM,43.0,Doctor,159.0,1.0,13498.55,Very High,Very High,2
705.6,Debit,Branch,40.0,Doctor,124.0,1.0,14804.7,Very High,Very High,2
217.5,Credit,Branch,46.0,Engineer,35.0,1.0,3057.4,Medium,High,0
91.48000000000002,Debit,ATM,51.0,Doctor,141.0,1.0,14942.779999999999,Very High,Medium,2
5.25,Debit,ATM,39.0,Doctor,49.0,1.0,14143.32,Very High,Low,2
54.03,Credit,ATM,56.0,Retired,161.0,1.0,6736.3,High,Low,0
736.73,Debit,Branch,48.0,Engineer,10.0,1.0,3313.07,Medium,Very High,4
368.91,Unknown,Branch,54.0,Doctor,14.0,1.0,829.71,Low,High,0
33.06,Credit,Online,53.0,Retired,170.0,1.0,1540.87,Medium,Low,0
66.50000000000003,Credit,Online,32.0,Engineer,144.0,1.0,6820.23,High,Low,2
177.08,Debit,Unknown,35.0,Doctor,85.0,1.0,13475.14,Very High,Medium,2
588.54,Debit,Branch,32.0,Engineer,130.0,1.0,714.4499999999998,Low,Very High,4
173.5,Debit,ATM,21.0,Student,282.0,1.0,1306.9099999999999,Low,Medium,1
78.32999999999996,Credit,Online,56.0,Engineer,189.0,1.0,7255.33,High,Low,1
40.65999999999997,Debit,Branch,59.0,Retired,156.0,1.0,1153.8399999999997,Low,Low,0
97.22,Credit,Branch,77.0,Retired,55.0,1.0,6647.73,High,Medium,0
34.06999999999999,Debit,Branch,22.0,Student,81.0,1.0,8709.77,Very High,Low,2
492.06,Debit,Online,23.0,Student,74.0,1.0,857.8999999999996,Low,Very High,3
842.01,Credit,Online,53.0,Doctor,185.0,1.0,509.4499999999998,Low,Very High,4
73.55000000000001,Debit,ATM,51.0,Engineer,158.0,1.0,2812.06,Medium,Low,0
760.53,Debit,Online,57.0,Engineer,118.0,1.0,6179.91,High,Very High,4
273.08,Credit,Branch,45.0,Engineer,134.0,1.0,6609.3,High,High,2
371.69,Debit,Branch,67.0,Retired,143.0,1.0,3484.32,Medium,High,0
218.96,Debit,ATM,18.0,Student,13.0,1.0,754.21,Low,High,3
227.39,Debit,Online,18.0,Student,65.0,1.0,751.0900000000001,Low,High,3
237.99,Credit,Branch,39.0,Doctor,86.0,1.0,8510.09,Very High,High,2
186.6,Debit,Online,58.0,Doctor,13.0,1.0,1508.7200000000003,Low,Medium,0
341.15,Debit,Online,18.0,Student,148.0,1.0,511.3699999999999,Low,High,3
434.58,Debit,ATM,59.0,Doctor,215.0,1.0,12648.32,Very High,Very High,2
312.88,Credit,Branch,54.0,Engineer,44.0,1.0,233.21000000000004,Low,High,0
75.15,Debit,ATM,23.0,Student,154.0,1.0,1092.9199999999996,Low,Low,3
23.30000000000001,Debit,ATM,59.0,Engineer,161.0,1.0,6711.15,High,Low,0
47.379999999999995,Credit,Online,25.0,Student,61.00000000000001,1.0,459.3699999999999,Low,Low,3
512.81,Debit,Branch,79.0,Retired,30.0,1.0,6994.34,High,Very High,0
488.15,Debit,Branch,43.0,Engineer,168.0,1.0,7071.09,High,Very High,4
12.819999999999993,Debit,ATM,44.0,Engineer,156.0,1.0,9045.19,Very High,Low,2
66.9,Credit,Online,79.0,Retired,129.0,1.0,5238.71,High,Low,0
535.91,Debit,Online,43.0,Engineer,22.0,1.0,9642.12,Very High,Very High,2
270.72,Credit,Online,26.0,Engineer,53.0,1.0,6263.96,High,High,3
97.98000000000002,Debit,Branch,72.0,Retired,18.0,1.0,7460.33,High,Medium,0
196.08000000000004,Debit,Online,61.0,Retired,98.0,1.0,4233.82,Medium,Medium,0
251.18,Debit,ATM,42.0,Engineer,246.0,1.0,8303.9,Very High,High,1
44.52000000000001,Debit,Online,28.0,Student,205.0,1.0,314.27999999999975,Low,Low,3
178.87,Debit,Online,35.0,Doctor,180.0,1.0,5241.23,High,Medium,1
899.8125,Credit,ATM,54.0,Engineer,174.0,1.0,323.6899999999996,Low,Very High,4
386.68,Debit,Branch,46.0,Doctor,128.0,1.0,6863.06,High,High,2
167.14,Debit,Online,76.0,Retired,20.0,1.0,3877.73,Medium,Medium,0
345.22,Debit,Branch,69.0,Retired,253.0,1.0,4046.58,Medium,High,1
74.85,Debit,ATM,72.0,Retired,117.0,1.0,2409.73,Medium,Low,0
671.73,Debit,Branch,58.0,Engineer,54.0,1.0,5211.88,High,Very High,4
255.04,Debit,ATM,45.0,Engineer,152.0,1.0,6217.86,High,High,1
45.77000000000001,Debit,Online,25.0,Student,109.0,1.0,5978.12,High,Low,3
329.69,Credit,Online,26.0,Student,66.0,1.0,1671.6599999999999,Medium,High,3
362.04,Credit,Branch,58.0,Doctor,198.0,1.0,8421.88,Very High,High,1
11.920000000000016,Debit,Unknown,53.0,Doctor,52.0,1.0,14611.899999999998,Very High,Low,2
47.420000000000016,Debit,ATM,64.0,Doctor,28.0,1.0,8253.52,Very High,Low,0
35.99000000000001,Debit,Branch,63.0,Retired,129.0,1.0,4489.79,Medium,Low,0
151.19,Credit,Branch,37.0,Doctor,96.0,1.0,11903.82,Very High,Medium,2
242.62,Credit,Online,22.0,Student,234.0,1.0,483.0199999999995,Low,High,1
48.72,Debit,Branch,21.0,Student,17.0,1.0,816.0799999999999,Low,Low,3
43.46000000000001,Debit,ATM,25.0,Student,80.0,1.0,578.0600000000004,Low,Low,3
899.8125,Debit,Online,25.0,Student,126.0,1.0,477.3000000000002,Low,Very High,4
443.79,Debit,ATM,53.0,Retired,87.0,1.0,3133.85,Medium,Very High,0
365.14,Debit,Online,68.0,Retired,57.0,1.0,5894.09,High,High,0
757.41,Debit,ATM,22.0,Student,37.0,1.0,9532.42,Very High,Very High,4
20.54000000000002,Debit,Branch,51.0,Engineer,72.0,1.0,5327.03,High,Low,0
475.36,Debit,ATM,34.0,Engineer,105.0,1.0,2000.6,Medium,Very High,3
34.74000000000001,Debit,ATM,56.0,Retired,24.0,1.0,6827.57,High,Low,0
689.54,Debit,Branch,27.0,Student,93.0,1.0,1633.7600000000002,Medium,Very High,4
211.18,Debit,ATM,73.0,Retired,90.0,1.0,4069.17,Medium,Medium,0
211.36,Credit,Branch,51.0,Engineer,286.0,1.0,7943.47,Very High,Medium,1
744.4099999999999,Credit,Online,39.0,Engineer,107.0,1.0,8842.47,Very High,Very High,4
61.43000000000001,Debit,Online,24.000000000000004,Student,170.0,1.0,1882.77,Medium,Low,3
167.44,Debit,Branch,37.0,Doctor,82.0,1.0,12526.71,Very High,Medium,2
361.46,Debit,Online,21.0,Student,83.0,1.0,4737.84,High,High,3
378.85,Debit,Branch,78.0,Retired,126.0,1.0,2300.53,Medium,High,0
241.11,Debit,Branch,30.0,Doctor,55.0,1.0,12385.05,Very High,High,2
131.92999999999998,Credit,Branch,31.0,Engineer,13.0,1.0,4547.06,Medium,Medium,3
20.279999999999973,Debit,Online,36.0,Engineer,213.0,1.0,2047.83,Medium,Low,1
415.88,Debit,Branch,70.0,Doctor,170.0,1.0,10008.33,Very High,Very High,2
49.99000000000001,Debit,ATM,62.0,Retired,112.0,1.0,2299.64,Medium,Low,0
899.8125,Debit,Online,27.0,Student,153.0,1.0,243.92000000000007,Low,Very High,4
100.66,Debit,Branch,50.0,Doctor,144.0,1.0,14473.329999999998,Very High,Medium,2
485.54,Debit,Online,19.0,Student,148.0,1.0,1533.3199999999997,Medium,Very High,3
321.15,Debit,Branch,46.0,Doctor,179.0,1.0,7005.05,High,High,1
711.3,Debit,Branch,21.0,Student,51.0,1.0,955.3999999999996,Low,Very High,3
12.230000000000018,Debit,ATM,42.0,Engineer,139.0,1.0,7844.88,Very High,Low,2
